log_id,timestamp,user_id,username,authentication_method,source_ip,location,device_info,success,risk_level,mfa_status,failure_reason
63a46d28-d20c-4f45-8033-0cf968cbee06,2025-10-30T07:43:30.065706,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,password,10.0.0.50,"London, UK",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
5973f468-1169-4d37-8d41-0dbf2aefc8f8,2025-10-30T08:17:17.065799,493e0bd1-6a81-4694-bb58-22b35a8d6722,bob.wilson,password,203.0.113.45,"Paris, FR",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,medium,not_required,account_locked
3d6b0690-ebe9-4645-97d3-8a597c8f4c03,2025-10-30T09:27:13.066425,493e0bd1-6a81-4694-bb58-22b35a8d6722,bob.wilson,mfa,100.64.0.50,"Toronto, CA",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,verified,
061177f7-7046-4add-aeb8-e6e724867903,2025-10-30T13:00:29.067042,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,password,192.168.1.102,"New York, US",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,verified,
8bce2893-a214-47d4-b186-ae2e922f7269,2025-10-30T13:46:43.069009,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,sso,203.0.113.45,"Tokyo, JP",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,medium,not_required,expired_token
b2d11286-a920-4c25-bd3f-07541d325e73,2025-10-30T15:09:17.064833,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,mfa,10.0.0.50,"London, UK",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,verified,
97d30618-27cb-46e9-88be-6559c8790ed9,2025-10-30T15:34:35.064926,493e0bd1-6a81-4694-bb58-22b35a8d6722,bob.wilson,sso,192.168.1.100,"London, UK",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,medium,not_required,
a8f3bc9f-bd58-4850-b806-7385e8aefe2e,2025-10-30T17:17:02.063275,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,mfa,100.64.0.50,"Toronto, CA",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
c8f41793-b314-4b4d-bf4e-f68bd38da857,2025-10-30T18:04:18.065909,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,biometric,198.51.100.23,"New York, US",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,verified,
36bab01c-5795-4054-9327-aedcec9df196,2025-10-30T18:28:04.065553,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,password,203.0.113.45,"London, UK",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
71855189-ddca-45d6-99e0-f474cefa7341,2025-10-30T19:23:04.068778,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,password,198.51.100.23,"Sydney, AU",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,medium,not_required,expired_token
53d6860b-7265-447a-8f4a-324fc509002a,2025-10-30T20:17:04.063262,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,password,10.0.0.50,"Sydney, AU",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
cb603908-96bb-436c-b9ea-c5537bdadbd7,2025-10-30T21:00:52.066438,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,password,192.168.1.101,"Singapore, SG",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,medium,not_required,
0e0e9279-2e67-476f-87f8-82ac127997fd,2025-10-30T21:16:04.062691,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,mfa,100.64.0.50,"London, UK",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
eace8894-6175-4e77-b056-a12f126efa13,2025-10-30T22:55:24.065671,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,password,10.0.0.50,"Paris, FR",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,medium,not_required,
e24a3e06-10d4-4dd3-bafa-57100d18f478,2025-10-30T23:50:23.067111,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,mfa,100.64.0.50,"Sydney, AU",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,high,not_required,expired_token
926ff8e3-fbad-4350-a2cc-dac600266f76,2025-10-31T00:35:29.067124,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,password,198.51.100.23,"Singapore, SG",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,invalid_password
22eba8a0-36d4-4f33-a468-e35765eed059,2025-10-31T02:20:31.062976,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,mfa,172.16.0.100,"Berlin, DE",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,invalid_mfa
a7b4f53a-b83d-42e2-82b9-4dcffbaa2424,2025-10-31T02:24:44.066980,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,mfa,198.51.100.23,"Berlin, DE",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,verified,
ddd2b26d-5f5b-4f9d-af5b-0a6d4678255b,2025-10-31T02:40:34.064032,493e0bd1-6a81-4694-bb58-22b35a8d6722,bob.wilson,biometric,198.51.100.23,"Tokyo, JP",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,medium,verified,
cd21b5aa-c9ea-40d6-b8e5-fe96749c90ec,2025-10-31T03:43:26.063667,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,password,10.0.0.50,"Tokyo, JP",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
a718a786-dbe3-4ebc-9c4f-5b78f1323ca6,2025-10-31T04:11:08.062010,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,mfa,100.64.0.50,"Singapore, SG",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,verified,
f45eb191-9fc7-4834-beeb-d9e5f3f3cd9c,2025-10-31T05:11:13.066301,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,mfa,192.168.1.101,"New York, US",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,medium,not_required,
ae7654f7-cfbd-45fc-8818-d2f2b2299ad8,2025-10-31T05:50:43.064887,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,sso,100.64.0.50,"Sydney, AU",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
4acfefba-5c89-4e5b-bf8f-29c6eb9523e2,2025-10-31T06:00:59.061891,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,password,198.51.100.23,"London, UK",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,verified,
8f25d514-fb17-4885-89d4-97586cc7b806,2025-10-31T07:35:12.068240,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,password,100.64.0.50,"Tokyo, JP",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,medium,not_required,
b88dab8b-aba4-4a87-956a-65dff86da5ae,2025-10-31T08:40:35.066022,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,password,192.168.1.102,"London, UK",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,verified,
f302b199-8d28-432f-8551-67d8359e596f,2025-10-31T08:53:09.063824,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,biometric,198.51.100.23,"Singapore, SG",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
8266f5e4-6fc2-4ad4-b970-45853d3e22bc,2025-10-31T09:27:18.062962,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,password,203.0.113.45,"Toronto, CA",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
a91066e2-3305-4154-87ca-712a4682d6a2,2025-10-31T10:16:41.063506,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,password,10.0.0.50,"Paris, FR",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
c08a1f3f-b683-4aaa-98ae-edb09f5f5118,2025-10-31T10:29:25.061919,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,sso,100.64.0.50,"New York, US",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
d80bdb56-1651-4f30-8dee-917368678684,2025-10-31T10:34:04.064764,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,sso,192.168.1.100,"Toronto, CA",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
98426b74-1df1-458d-a48a-cc17b11a876f,2025-10-31T10:54:45.068523,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,password,10.0.0.50,"Toronto, CA",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,invalid_mfa
b5add5fe-96b0-4e29-8053-bbe86a706c45,2025-10-31T11:08:53.064342,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,mfa,198.51.100.23,"Berlin, DE",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
08fede55-2ed1-4c5d-b46b-e6ad7cee0b1b,2025-10-31T11:34:07.066121,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,password,192.168.1.102,"Sydney, AU",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
667f1630-c7c0-478e-acd8-bae140c8205a,2025-10-31T11:58:21.066818,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,password,192.168.1.101,"Berlin, DE",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,medium,not_required,
78fe21eb-3060-4a21-9a24-2f28a93f4187,2025-10-31T12:09:37.067985,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,mfa,198.51.100.23,"Paris, FR",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,high,not_required,invalid_password
38e55f05-6688-469b-be4b-a6b81166b3a3,2025-10-31T12:55:31.063179,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,mfa,192.168.1.100,"Sydney, AU",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
0af67bb8-240e-4cd3-9967-26cfd842741b,2025-10-31T13:08:31.066612,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,password,192.168.1.100,"Sydney, AU",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,medium,verified,
a64779c5-7ff2-459f-93f7-174895c68a60,2025-10-31T13:43:31.061805,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,password,100.64.0.50,"Paris, FR",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
908171ad-1be1-4359-89a3-f78936430571,2025-10-31T13:44:12.064873,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,mfa,172.16.0.100,"Toronto, CA",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
2761aa51-3baf-4c61-826d-22b5e1f8c923,2025-10-31T14:14:06.065699,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,password,10.0.0.50,"Toronto, CA",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,high,not_required,invalid_mfa
8cd4005b-f321-4912-9fe1-00d7550743e1,2025-10-31T15:15:57.062078,bb4eaafa-6c28-4ffb-8063-aca25da21fd2,henry.martinez,password,10.0.0.50,"Paris, FR",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
c818dd62-043a-41e8-a55a-9c87f65f3a84,2025-10-31T17:30:08.062636,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,mfa,203.0.113.45,"Toronto, CA",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
81b469f4-ed52-4b07-961a-0d0645dd1f03,2025-10-31T18:12:23.068729,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,mfa,10.0.0.50,"Berlin, DE",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
ab35f9b5-ccf6-4ca8-b64c-fd1d62cc3fa8,2025-10-31T19:05:40.065678,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,biometric,10.0.0.50,"Sydney, AU",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,high,not_required,
3f4e73ac-768b-442c-8a64-773ec49e96a2,2025-10-31T19:21:41.062153,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,sso,192.168.1.100,"New York, US",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,medium,not_required,account_locked
7c04de54-f19e-4a93-a1c3-75df50e791da,2025-10-31T19:44:32.063540,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,sso,192.168.1.102,"Singapore, SG",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,False,high,not_required,expired_token
07963b7b-e898-470b-a691-9b102f82c597,2025-10-31T20:36:38.062104,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,password,192.168.1.102,"Singapore, SG",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,medium,verified,
e055d498-fdf5-479b-9af3-28d47ca86d52,2025-10-31T20:43:08.065434,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,password,192.168.1.100,"New York, US",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,expired_token
8c807d87-bc63-4096-9b7a-78baffcbc12a,2025-10-31T20:45:56.061953,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,password,10.0.0.50,"London, UK",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
ad182678-89a6-4729-a318-00085ebbd356,2025-10-31T21:04:10.061812,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,password,192.168.1.101,"Singapore, SG",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
6409ee1f-fbd4-414b-b7ae-0363bc369bb4,2025-10-31T21:17:06.063811,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,password,172.16.0.100,"Paris, FR",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,medium,not_required,expired_token
dcbff517-f3a8-4978-9b6c-898e9298957f,2025-10-31T21:28:01.067674,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,biometric,172.16.0.100,"Tokyo, JP",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,medium,verified,
f244e109-f9e7-456b-9571-b97cd62280af,2025-10-31T21:49:18.067001,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,password,192.168.1.101,"New York, US",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
a989a511-48b1-474b-8819-61ee195b3052,2025-10-31T22:31:03.063774,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,biometric,100.64.0.50,"Berlin, DE",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,medium,not_required,account_locked
496eeab1-d8c3-44d3-b404-cec7f6205ff3,2025-10-31T23:08:39.064598,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,biometric,192.168.1.102,"Toronto, CA",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,high,not_required,invalid_mfa
5e57e8d5-9c3b-42fc-bd6e-3e9ceba79bae,2025-10-31T23:24:00.064913,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,password,198.51.100.23,"Singapore, SG",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,verified,
49700960-2c44-4de0-8895-531a722cbeb4,2025-11-01T00:49:14.067278,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,password,192.168.1.100,"New York, US",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
57d653ed-75ba-4578-b102-c7b6608eeb37,2025-11-01T01:08:59.062935,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,sso,172.16.0.100,"Tokyo, JP",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
996521ce-ab31-4174-9e27-ce148c04d8b9,2025-11-01T01:23:03.063905,957de9d5-ab66-4ea9-8450-ff3c9711c0e5,grace.rodriguez,password,192.168.1.102,"London, UK",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,medium,not_required,invalid_password
945631b6-0d50-4193-ad9c-005fb8fc927a,2025-11-01T02:04:27.067229,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,mfa,203.0.113.45,"New York, US",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,high,not_required,expired_token
371d5704-0e66-4a30-a87a-8e282db51108,2025-11-01T02:10:49.067320,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,password,10.0.0.50,"London, UK",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
0b4c013f-84ab-4f69-8ade-b47d337fa9d6,2025-11-01T02:14:26.068227,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,sso,10.0.0.50,"Singapore, SG",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,False,high,not_required,expired_token
d1984a35-eb68-4707-bf96-8b72b9a7320a,2025-11-01T02:45:46.061983,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,mfa,10.0.0.50,"London, UK",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,not_required,
811abb6c-1b5b-4ea7-adfc-e47533915783,2025-11-01T03:48:17.068544,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,password,172.16.0.100,"Toronto, CA",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
31fc0ab2-24ed-491f-b8a7-b3e549dc8bd9,2025-11-01T04:08:08.063315,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,password,192.168.1.100,"Tokyo, JP",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,medium,not_required,invalid_password
1ad9b7f9-2e37-43da-9339-b11ff00cef86,2025-11-01T04:31:42.066147,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,sso,172.16.0.100,"Singapore, SG",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,high,not_required,
45e573b3-834a-43f0-b36d-aee1eb1f20d3,2025-11-01T04:59:37.067742,84a4bb8b-157a-43eb-9ca7-eddbefc287c5,john.doe,password,192.168.1.101,"Toronto, CA",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,False,medium,not_required,invalid_mfa
2fcf19ee-64eb-4bcd-aa49-1766ea382068,2025-11-01T05:02:25.063268,560f0236-666b-45fe-ac9d-d76be479eab4,david.miller,password,192.168.1.102,"Paris, FR",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,True,low,not_required,
8abca725-5b32-4fa9-91cd-c3e01029d1f5,2025-11-01T05:33:04.062894,16a0abe7-5230-4970-9b55-a88000a808c6,alice.jones,password,172.16.0.100,"Tokyo, JP",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,low,verified,
e9d6850c-4819-4cd8-9ee3-3f0cbb228b71,2025-11-01T07:07:40.069036,5f30d243-e0ff-474a-8a26-a5343fc2b6b7,frank.garcia,sso,192.168.1.101,"Singapore, SG",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,low,not_required,
6cec3db9-225a-47a7-96d5-be8451f1702a,2025-11-01T08:10:14.062874,d8487f75-6daa-4cc6-8d04-3ce74c4f16db,emma.davis,mfa,192.168.1.102,"Paris, FR",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,True,medium,not_required,
5e2c700b-42e8-4edb-9836-96077ff0b97c,2025-11-01T08:21:37.067621,134feffd-2a65-4f09-b029-19af22b18637,charlie.brown,mfa,192.168.1.100,"Singapore, SG",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,True,low,not_required,
7918dcd2-e706-4080-bade-5aeb4a164d8a,2025-11-01T08:33:27.062350,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,mfa,192.168.1.101,"London, UK",Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X) AppleWebKit/605.1.15,False,medium,not_required,invalid_password
b1a20a8a-2c5a-4da3-8550-5cd23f7d3593,2025-11-01T09:45:44.064708,a4284cd8-fef4-4909-834f-101593eb70f5,jane.smith,sso,172.16.0.100,"Paris, FR",Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,True,medium,verified,
