log_id,timestamp,protocol,source_ip,source_port,destination_ip,destination_port,bytes_sent,bytes_received,packets,action,flags,session_duration
bb4fa0a0-5a37-4a74-9dae-e7f860b9cef9,2025-10-30T03:07:47.124958,TCP,100.64.0.50,32383,172.16.0.100,443,35834,53687,367,allow,[],571
4615a395-2030-4bc7-a95b-19ca9806c29a,2025-10-30T03:37:31.134048,TCP,192.168.1.101,28319,192.168.1.102,443,53760,69128,297,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",327
e36650dc-707a-4acf-96b8-1fc42d1cb385,2025-10-30T04:31:26.124828,TCP,192.168.1.100,42760,203.0.113.45,22,2085,37161,614,allow,[],2188
3aaa961f-6f4e-46d8-9329-34be143d66d3,2025-10-30T04:35:55.123467,TCP,192.168.1.101,65249,192.168.1.102,443,50093,96048,887,allow,[],759
02fe146f-cb5a-4a94-8a44-d7229fd41634,2025-10-30T04:50:09.136401,TCP,192.168.1.100,62983,203.0.113.45,3306,48569,1769,894,allow,[],1787
601f02f0-28cf-4323-8772-b99c88df938a,2025-10-30T04:52:01.134002,UDP,100.64.0.50,15557,172.16.0.100,3306,51069,83270,266,allow,[],2125
e1e6cf78-6d96-46ba-ab27-d4155c715c6c,2025-10-30T04:56:04.124446,TCP,100.64.0.50,21905,198.51.100.23,22,22781,90646,727,allow,[],2642
a5ce7b5c-189c-458b-ae80-032edd0ddcec,2025-10-30T05:09:57.132262,ICMP,10.0.0.50,31540,10.0.0.50,3306,92949,87821,908,allow,[],3452
8cd8d115-643c-4889-8f4b-542a369c2db5,2025-10-30T05:36:20.123994,ICMP,10.0.0.50,32395,10.0.0.50,22,97804,23317,479,allow,[],1681
d34966e7-c5cf-4ef8-9a21-1913cd1d0c82,2025-10-30T05:48:01.136083,TCP,203.0.113.45,2355,192.168.1.101,3389,44263,88695,859,allow,[],2328
0f0aef79-7ac3-485e-9e5a-af840c22e551,2025-10-30T06:02:27.124834,TCP,203.0.113.45,33339,192.168.1.101,80,5342,74598,304,allow,[],475
1eec9a75-d7d3-42d7-a51e-a59995196775,2025-10-30T06:07:05.123785,ICMP,192.168.1.102,12958,172.16.0.100,3306,59704,41445,827,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",1310
336a9063-b065-4c51-9049-e89e14a5fc07,2025-10-30T06:20:21.133928,TCP,203.0.113.45,3961,192.168.1.100,5432,53665,84011,961,allow,[],3100
d1291a47-3288-4b5c-9ad4-990c748ace6e,2025-10-30T06:39:17.136999,TCP,192.168.1.101,14643,10.0.0.50,22,37879,40687,545,allow,[],1745
aef7cb92-3c9b-4945-830e-30c4d0d8939c,2025-10-30T06:52:36.130695,TCP,192.168.1.101,35352,10.0.0.50,443,11454,38308,169,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",2947
334e8970-400f-4a6d-a871-d2d41e1182bd,2025-10-30T07:02:04.130459,TCP,172.16.0.100,54742,100.64.0.50,3306,98382,65882,246,allow,[],3115
b11d16e3-ffb8-411a-98e9-5f94187f1d22,2025-10-30T07:13:51.132427,TCP,192.168.1.100,23730,100.64.0.50,443,99753,4158,225,allow,[],915
6f18e0cc-56eb-42f6-a749-fa2d6273560f,2025-10-30T07:21:15.131486,UDP,192.168.1.100,46989,192.168.1.100,3389,14252,95238,533,allow,[],601
13e3b755-b108-458e-8d93-6fbb51152a73,2025-10-30T07:35:28.131885,UDP,172.16.0.100,23094,10.0.0.50,3389,12268,62978,896,allow,[],361
10cdf18c-730a-4223-9b38-f10ff9d90a53,2025-10-30T07:45:45.124907,TCP,192.168.1.102,23649,192.168.1.100,3389,17812,94799,651,allow,[],685
ff1f3d8c-1eb3-4e93-991c-7ed2490a25c2,2025-10-30T07:53:57.131574,UDP,192.168.1.101,1806,192.168.1.102,5432,48553,19145,20,allow,[],2771
e921f883-c85c-4e9d-952f-62a856659d95,2025-10-30T08:25:24.136704,TCP,192.168.1.102,46597,192.168.1.101,5432,20737,49783,648,allow,[],1940
c14d9605-e7e2-49e0-8800-037bb410b287,2025-10-30T09:08:28.133812,TCP,192.168.1.102,16189,192.168.1.102,3306,2185,31468,735,allow,[],596
f56d4ec2-96e6-4397-8707-f9aad78a0b59,2025-10-30T09:24:09.125832,TCP,192.168.1.102,51741,10.0.0.50,3306,22662,39413,582,allow,[],351
03f333da-fa35-424f-b8bf-be990097162a,2025-10-30T09:31:02.130369,ICMP,192.168.1.100,11614,10.0.0.50,5432,47016,19651,358,allow,[],546
e821660b-1155-4af4-8138-ae833019abaa,2025-10-30T09:55:17.128422,TCP,100.64.0.50,43860,192.168.1.102,3389,1185,74636,258,allow,[],523
5b98f7ab-baff-4cab-8a40-c406e78d9f43,2025-10-30T10:03:41.129773,TCP,172.16.0.100,50106,100.64.0.50,3306,51759,5781,246,allow,[],2405
d436f193-f993-4c3f-afed-86165b07639b,2025-10-30T10:03:44.133162,TCP,198.51.100.23,19006,192.168.1.102,22,25664,25898,331,allow,[],1208
185ddde2-1e51-4d0a-80d3-6f73aeb4a9e2,2025-10-30T10:22:47.128378,TCP,192.168.1.102,21130,100.64.0.50,443,18484,39911,61,allow,[],1330
aabea1a9-7d39-4c7d-bb6a-5f1e8e879d48,2025-10-30T10:24:34.133069,TCP,198.51.100.23,14463,10.0.0.50,80,44830,96696,386,allow,[],2805
314ccddb-ac1e-44cf-bcb3-72c71ef5b1de,2025-10-30T10:58:54.128669,UDP,203.0.113.45,44868,10.0.0.50,80,96453,76329,387,allow,[],3097
6e732534-0452-4af1-a0cd-2d4c7da5344f,2025-10-30T11:11:02.123822,TCP,192.168.1.102,51416,192.168.1.102,80,98132,58160,446,allow,[],379
9402639d-ef84-431b-ad6e-af6519f7da20,2025-10-30T11:15:08.135392,TCP,172.16.0.100,59349,10.0.0.50,80,85616,79008,282,allow,[],2252
e4b8b0c8-eba8-4d38-ac5c-eeecfc18497d,2025-10-30T11:18:37.129505,TCP,192.168.1.102,64069,10.0.0.50,22,12750,14810,139,allow,[],2178
43186fd5-6148-4f9c-88d0-46e50e78c0ea,2025-10-30T11:48:12.131981,TCP,198.51.100.23,62662,192.168.1.102,22,1817,48621,582,allow,[],2405
4f58a1c9-0865-4729-b664-c0d338713c79,2025-10-30T11:50:46.130212,TCP,203.0.113.45,38873,172.16.0.100,5432,10075,96575,398,allow,[],510
c4ff92a8-8b33-48e9-bd67-543affc19c4f,2025-10-30T12:16:04.127705,UDP,203.0.113.45,9912,100.64.0.50,5432,38170,23809,787,allow,[],1379
8a62c411-1852-4c87-9dff-d954ee6e0b7d,2025-10-30T12:39:30.128535,TCP,198.51.100.23,56974,203.0.113.45,80,67237,16850,595,allow,[],3128
1a7b30f9-9aec-4784-be24-6c990652f4e9,2025-10-30T12:52:20.135046,TCP,172.16.0.100,18899,172.16.0.100,3389,96113,9684,602,allow,[],871
64a37898-248c-4411-9c06-9e5e9b46277a,2025-10-30T12:53:57.130870,TCP,172.16.0.100,14730,198.51.100.23,3306,75509,51839,97,allow,[],45
aa4002d8-164c-409e-8087-eafd8ce7737d,2025-10-30T13:00:40.137025,UDP,172.16.0.100,12827,10.0.0.50,3389,91822,69440,851,allow,[],3587
3b359ecf-5c79-4350-b967-e4b65c6c7b7f,2025-10-30T13:38:14.127920,UDP,192.168.1.100,57633,203.0.113.45,3306,23466,80445,787,allow,[],369
8b08eac0-2849-4372-b5ef-8608fa936348,2025-10-30T13:41:12.127364,UDP,192.168.1.100,41633,203.0.113.45,3389,63131,34557,815,allow,[],460
19457a63-008b-41f3-8ac1-61672e98efc4,2025-10-30T15:22:22.123925,TCP,203.0.113.45,8964,192.168.1.102,5432,65997,53171,722,allow,[],1756
a1848a2e-72c3-4b26-a316-dff353c5d13f,2025-10-30T15:32:53.135981,TCP,203.0.113.45,4839,192.168.1.101,5432,2187,11095,503,allow,[],199
07c10767-103a-44b4-8f69-635555085b72,2025-10-30T16:05:15.136732,TCP,198.51.100.23,8360,198.51.100.23,5432,65180,67794,846,allow,[],13
a8f357dc-f558-419f-a20e-04f16846691a,2025-10-30T17:32:34.135040,TCP,192.168.1.102,2938,192.168.1.102,443,84572,92227,775,allow,[],3346
bfa751ab-1909-4585-9925-3730155b826b,2025-10-30T17:39:59.126141,TCP,192.168.1.101,26042,172.16.0.100,3306,51398,41490,794,allow,[],3383
0b180ef2-871e-4c18-83c8-c8bb9407aeda,2025-10-30T17:42:05.126006,ICMP,172.16.0.100,17364,172.16.0.100,3306,27904,51825,832,allow,[],2234
ff013f7e-381b-4fac-9d35-f72eb33d3663,2025-10-30T17:51:03.123402,UDP,10.0.0.50,15734,192.168.1.101,443,20312,12413,819,allow,[],114
0af54bf8-6e95-40e5-95b0-c9984b04d4b4,2025-10-30T17:59:51.125136,TCP,10.0.0.50,17647,192.168.1.101,3306,69630,44060,125,allow,[],506
e9bd6246-51f2-4bf2-851d-ca7891a5c0b5,2025-10-30T18:48:35.131994,TCP,203.0.113.45,2466,192.168.1.102,5432,6591,27392,144,allow,[],1105
76136f72-ff40-4721-b9a5-b077788a65e2,2025-10-30T19:13:49.129721,TCP,192.168.1.102,21041,100.64.0.50,3389,48648,546,213,allow,[],3544
02daba6d-10c4-4048-bd00-d45e10774fc7,2025-10-30T19:34:21.134904,TCP,172.16.0.100,6406,192.168.1.100,3306,95753,67051,608,allow,[],2598
99c4adc0-d3d7-4ad8-940e-a2fe500c795e,2025-10-30T20:10:33.130444,UDP,203.0.113.45,39880,192.168.1.101,443,79497,90950,468,allow,[],1161
4a204fd2-ab82-4b7b-9eb0-008ed510f73e,2025-10-30T20:57:44.124768,TCP,203.0.113.45,64224,203.0.113.45,22,91567,9146,676,allow,[],1478
d47381a5-1fae-4967-b7e1-33d88eddfc9f,2025-10-30T21:29:06.125947,TCP,198.51.100.23,7837,192.168.1.100,3389,73016,23392,437,allow,[],2785
95ca38d4-03a0-4fdd-adfd-949270193205,2025-10-30T21:42:40.133342,TCP,198.51.100.23,29731,100.64.0.50,3389,17014,15547,264,allow,[],2177
5bb5749f-740e-4d3f-be8f-bd3b666c1eac,2025-10-30T21:53:46.126932,TCP,192.168.1.100,8036,192.168.1.101,3389,2114,38176,516,allow,[],549
1dd1b1c9-e334-4d78-9a31-7924f92eb56b,2025-10-30T22:42:41.133760,TCP,192.168.1.101,31712,10.0.0.50,3389,12923,80089,303,allow,[],1979
e0dcba0e-fb6b-49c4-85ae-7f80ced284ec,2025-10-30T22:50:43.130300,UDP,192.168.1.101,17229,192.168.1.101,3389,28834,91374,979,allow,[],1964
092862c8-07a0-422b-a958-09d3eb50b0bd,2025-10-30T23:13:17.127040,TCP,192.168.1.102,21289,192.168.1.101,80,62158,72230,590,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",1208
5615d10b-091b-4674-a308-74d7db5d3e0e,2025-10-30T23:37:33.128799,TCP,172.16.0.100,38763,198.51.100.23,5432,88757,22580,954,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",1889
cffe8d46-e951-457f-b845-3078fe5fc210,2025-10-30T23:46:17.136281,ICMP,203.0.113.45,56837,192.168.1.101,3306,24261,41341,525,allow,[],2075
14f82bf2-6003-4135-9bd4-ee9876009860,2025-10-30T23:57:46.132569,TCP,100.64.0.50,36784,10.0.0.50,3306,38989,48241,797,allow,[],1522
9f210f90-0bfc-4469-a811-d2666b18250f,2025-10-31T00:49:01.124899,TCP,203.0.113.45,30035,192.168.1.101,3306,46511,73809,117,allow,[],3383
aab12c1d-ab64-496a-9494-39a670092277,2025-10-31T01:07:00.126979,TCP,100.64.0.50,22219,198.51.100.23,3389,9291,69125,844,allow,[],1525
f3ae47ff-621c-4e5d-903b-57a5bae72226,2025-10-31T01:15:46.129183,UDP,192.168.1.102,58171,10.0.0.50,22,40165,10234,490,allow,[],1125
f63ea566-02b6-40a0-abad-5813d72690ea,2025-10-31T01:16:29.128485,TCP,10.0.0.50,43971,203.0.113.45,5432,63350,67873,453,allow,[],2860
4cc558b4-d6b9-4d27-8d21-4d8360be18c3,2025-10-31T02:02:27.134055,TCP,10.0.0.50,29184,203.0.113.45,80,60267,52465,485,allow,[],1292
275f1eef-9aba-4386-8db3-be57ac5fe50d,2025-10-31T02:08:39.132129,ICMP,192.168.1.102,26293,100.64.0.50,80,97151,27065,351,allow,[],3284
8afd3d57-1e68-446e-ad4f-c9744d675203,2025-10-31T03:10:01.130010,TCP,10.0.0.50,12115,172.16.0.100,80,80492,51005,631,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",413
e299982f-6f9b-4a9a-ae4f-c7d05b3e5515,2025-10-31T03:39:01.126654,TCP,100.64.0.50,60901,10.0.0.50,80,31650,91032,531,allow,[],3474
0b7c7e5b-4683-4f7b-947e-fa868475fa42,2025-10-31T03:55:36.136485,UDP,10.0.0.50,11281,192.168.1.102,3389,78318,81343,977,allow,[],3552
93f9bb80-d328-46fa-a220-1aa2e5816101,2025-10-31T03:57:56.126518,TCP,192.168.1.101,57683,198.51.100.23,443,98121,52709,27,allow,[],2626
e4ebdc90-dafb-4733-87bb-4fc6dfb53e92,2025-10-31T04:43:11.128722,ICMP,192.168.1.100,14622,100.64.0.50,80,3555,35047,649,allow,[],2507
dc5b31bb-647a-4bfb-9dd8-d422d5fb28fd,2025-10-31T04:43:43.130181,TCP,10.0.0.50,22694,203.0.113.45,3389,56334,737,911,allow,[],3521
506c9c2d-6bda-40e4-85cc-7980f2276fc7,2025-10-31T04:50:01.124419,TCP,10.0.0.50,50383,192.168.1.100,22,89687,98776,911,allow,[],804
ea067a00-39a4-4fb1-a2ec-e0177efa9d9a,2025-10-31T04:52:56.133552,ICMP,198.51.100.23,44760,192.168.1.100,22,56620,53623,211,allow,[],2276
1a8563ef-6e0b-4692-81dc-18b63a363200,2025-10-31T04:59:23.128556,TCP,192.168.1.101,59883,192.168.1.101,443,82677,30487,852,allow,[],1160
764ecd46-0930-49b0-81bf-98a8863d4c8b,2025-10-31T05:22:29.129539,ICMP,10.0.0.50,59654,192.168.1.101,22,26523,23678,298,allow,[],2366
1edc418e-1585-4531-8326-3154decd6def,2025-10-31T05:44:53.135736,TCP,100.64.0.50,46660,172.16.0.100,3389,17028,15240,479,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",2191
40727909-e161-4114-966b-65318f03b091,2025-10-31T05:51:26.125825,UDP,100.64.0.50,40637,10.0.0.50,443,87811,90622,96,allow,[],3484
0af909e2-5bbb-406f-9263-c3b5624ffa5b,2025-10-31T06:26:50.134161,ICMP,100.64.0.50,19877,100.64.0.50,443,91631,34880,834,allow,[],1315
c6f998d6-eaff-40a0-a3f5-25f8922844e4,2025-10-31T06:30:51.133054,TCP,198.51.100.23,26312,192.168.1.100,3306,22486,61076,961,allow,[],207
76601907-9868-4bd4-91fb-d1a1ed749a71,2025-10-31T06:40:15.136419,UDP,203.0.113.45,42956,100.64.0.50,3306,81319,40120,405,allow,[],766
c3e5ab19-a117-4ddf-b81a-85410246f739,2025-10-31T06:44:10.126101,UDP,192.168.1.100,34050,192.168.1.101,80,12072,84824,990,allow,[],411
c0e5f251-9508-4f17-8deb-9f9a375ab722,2025-10-31T07:13:36.126700,TCP,198.51.100.23,16576,100.64.0.50,3306,73683,52656,693,allow,[],1077
9fcfe190-c3a3-4ce8-9f3a-d4ac3ea2cd8a,2025-10-31T07:25:34.124360,UDP,203.0.113.45,1418,192.168.1.102,3306,14908,24484,956,allow,[],2771
5563bebd-0920-4d70-a5bd-59d28d69faf4,2025-10-31T07:34:44.130842,TCP,100.64.0.50,47393,172.16.0.100,80,94010,2653,182,allow,[],1969
add2de0d-217f-4902-a53f-9afbd895d349,2025-10-31T07:53:47.132563,TCP,192.168.1.101,37183,192.168.1.100,443,25298,94452,437,allow,[],2510
a7e71c11-282f-4f6d-bf33-6d20782d03df,2025-10-31T07:57:49.136394,ICMP,203.0.113.45,59376,192.168.1.100,22,38860,63548,591,allow,[],3106
6abc36c4-3baa-4b67-a6bb-9c1372047c77,2025-10-31T08:52:08.123292,TCP,10.0.0.50,4840,100.64.0.50,80,43529,50127,686,allow,[],1174
b2cb557e-56a9-45fe-9e7c-3c826b6c0407,2025-10-31T09:05:15.122960,ICMP,172.16.0.100,39546,198.51.100.23,443,47358,55575,842,allow,[],1786
cad0be51-28db-4ccc-8875-51c94f193e40,2025-10-31T09:15:08.134226,UDP,10.0.0.50,21297,203.0.113.45,5432,70374,99723,362,allow,[],1267
e3323383-3974-4398-8d13-a1fa09bc4320,2025-10-31T09:36:27.131603,UDP,100.64.0.50,57569,192.168.1.101,3389,99934,49385,652,allow,[],2445
25a1b98c-38d0-463a-9c2b-c4497c05f539,2025-10-31T09:37:06.124473,TCP,192.168.1.100,8202,192.168.1.102,22,88939,50659,569,allow,[],1657
ca549d0e-5dc3-4282-8fd9-8082f32ede4a,2025-10-31T10:00:21.128974,ICMP,172.16.0.100,49942,100.64.0.50,3389,25909,79958,275,allow,[],1595
854ddac9-d721-4122-ac5c-2df63296887a,2025-10-31T10:28:37.132873,UDP,192.168.1.101,50340,192.168.1.100,3306,36688,4255,315,allow,[],3532
eea5a326-5178-40bb-9f90-344347fe233c,2025-10-31T11:04:07.123932,ICMP,172.16.0.100,53995,192.168.1.100,443,90124,39618,552,allow,[],749
4469cada-8917-4558-aad7-6a1a9dd038ad,2025-10-31T11:13:08.128038,TCP,192.168.1.100,51962,100.64.0.50,443,31643,75235,722,allow,[],2432
9d677b7c-e6df-448e-b995-a78f9d81af7a,2025-10-31T11:23:44.126788,TCP,192.168.1.101,59181,10.0.0.50,3306,44762,6092,12,allow,[],1662
a81eff05-1695-4b77-a2aa-b0f5d0a4eda0,2025-10-31T11:43:03.133108,TCP,10.0.0.50,19315,203.0.113.45,80,78167,39643,676,allow,[],1819
22722da4-1ea0-4665-8545-2088544cd4f8,2025-10-31T11:47:04.124801,TCP,198.51.100.23,58547,10.0.0.50,443,64273,60573,665,allow,[],1465
1c880a98-d40d-474b-ae1f-bd9e3796d76f,2025-10-31T11:53:41.133188,TCP,192.168.1.102,58239,198.51.100.23,443,51855,22990,164,allow,[],489
7053fb6b-1ac2-4bc7-b1cf-e4cf56a27209,2025-10-31T12:51:55.127610,TCP,203.0.113.45,54159,192.168.1.100,5432,56505,29213,237,allow,[],156
8d7c8aa1-73e3-4bf4-9254-9837ee8c5f1d,2025-10-31T13:10:14.133336,TCP,100.64.0.50,2556,192.168.1.101,22,21558,19520,651,allow,[],475
0fb1a8a1-63be-4927-97e7-e3904a5a2ff9,2025-10-31T13:13:03.123390,TCP,172.16.0.100,45782,203.0.113.45,3306,74951,4772,552,allow,[],636
fbb92204-2cf9-4dc0-9869-fcd779e4e7cc,2025-10-31T13:29:50.128841,UDP,198.51.100.23,46075,192.168.1.101,3306,12784,19211,478,allow,[],3237
c642ac76-b592-452a-9897-e58a7f38b17e,2025-10-31T13:40:51.125065,TCP,192.168.1.102,37432,100.64.0.50,3389,39046,60252,468,allow,[],2591
21d254df-3b8e-4b79-8e97-5e4ca1c75a2f,2025-10-31T13:43:33.129380,UDP,100.64.0.50,25206,203.0.113.45,443,90119,9435,574,allow,[],1382
cf6a7c47-7eb3-46b6-8c3f-b205372fa732,2025-10-31T14:15:32.128867,TCP,198.51.100.23,43183,203.0.113.45,80,18694,61478,338,allow,[],2111
d9bbdb0b-4e1b-4468-83d0-626ba205d22d,2025-10-31T14:19:56.135184,ICMP,192.168.1.102,43833,172.16.0.100,5432,72265,28808,62,allow,[],82
5f3ea64f-8bef-40e1-ae5b-2fcb64b9dfb6,2025-10-31T14:25:22.134327,TCP,192.168.1.102,24216,203.0.113.45,443,38306,20257,362,allow,[],2380
210507ef-c869-4f91-94cd-8f290ebd8832,2025-10-31T16:00:39.135192,UDP,10.0.0.50,30752,100.64.0.50,5432,51574,77795,846,allow,[],2467
46761f88-8129-481a-8b6e-8bb4a47d271e,2025-10-31T16:26:49.131160,TCP,10.0.0.50,51621,192.168.1.100,443,35035,50048,137,allow,[],1906
e22420fa-ebb4-4916-bf39-365bf140a85b,2025-10-31T16:37:25.128716,TCP,192.168.1.100,1304,198.51.100.23,22,55804,8764,135,allow,[],3061
f30f106a-61b8-4f2d-b85a-517a938c9f85,2025-10-31T16:47:13.123350,UDP,198.51.100.23,28544,10.0.0.50,3389,89712,97164,545,allow,[],2811
12ef24f3-366c-4920-b7a9-bef65b10c922,2025-10-31T17:01:21.130337,TCP,192.168.1.102,41865,192.168.1.102,3389,43161,32345,105,deny,"['SYN_FLOOD', 'PORT_SCAN', 'DDoS_ATTEMPT']",3206
6864534e-c619-4f74-84a4-4f7bf2ddfeb2,2025-10-31T17:07:27.127165,TCP,10.0.0.50,14586,172.16.0.100,443,38261,26143,747,allow,[],1282
d248639a-a8de-4aee-a9fa-a103b2f8eff3,2025-10-31T17:08:53.134201,TCP,10.0.0.50,59621,192.168.1.101,80,94288,69366,124,allow,[],768
73d89fea-9db3-4c73-8526-501baeb9f415,2025-10-31T17:26:21.135748,TCP,203.0.113.45,29967,192.168.1.102,3389,89388,89446,732,allow,[],1267
1545a760-4f8e-4fd6-a473-1a002e54b3f5,2025-10-31T17:31:40.135318,TCP,198.51.100.23,60333,10.0.0.50,80,26896,75193,127,allow,[],3599
e4d342c4-bfc0-4fa8-99a5-38ce3afbcefd,2025-10-31T17:42:49.123912,TCP,192.168.1.101,14903,100.64.0.50,22,14043,84497,208,allow,[],2005
0b32583a-f428-4136-899c-0dad1a6f76fe,2025-10-31T17:43:31.125838,TCP,172.16.0.100,54317,172.16.0.100,3306,68321,14837,104,allow,[],843
6ada8e05-c7ca-42be-8766-2ba230418d5f,2025-10-31T17:46:59.123523,TCP,172.16.0.100,48753,100.64.0.50,80,24171,44719,39,allow,[],2706
4ad06c89-0a14-4a2e-9871-0c939b69204b,2025-10-31T17:47:45.130922,TCP,192.168.1.100,47943,203.0.113.45,22,65161,21365,454,allow,[],1935
7fd75f4e-1a84-467d-987c-182b94a3e874,2025-10-31T18:24:22.133497,TCP,172.16.0.100,18587,192.168.1.101,22,60978,29149,436,allow,[],1178
90f2b93a-e921-4609-acee-c109e6297bfb,2025-10-31T18:28:09.135632,TCP,192.168.1.100,11590,203.0.113.45,3306,77072,76414,809,allow,[],3027
592bf8c9-36c7-445a-b29f-21d4d4d4be2f,2025-10-31T18:40:52.129915,ICMP,192.168.1.100,24621,203.0.113.45,3389,83621,79324,944,allow,[],3193
051e4775-cdb4-4ade-901b-c77eab270c76,2025-10-31T18:58:34.126891,TCP,203.0.113.45,43434,192.168.1.102,22,34139,56364,759,allow,[],3023
1e282f76-c224-4410-8af4-1ecc56565a04,2025-10-31T19:13:24.129151,TCP,192.168.1.101,57962,192.168.1.100,3306,36546,79680,954,allow,[],299
2805ab08-a0e2-4bbc-9d50-344a0915c941,2025-10-31T19:33:15.127296,TCP,203.0.113.45,65176,192.168.1.102,443,92210,29629,620,allow,[],894
