event_id,timestamp,event_type,severity,source_ip,destination_ip,user_id,resource,action,result,threat_type,risk_score,metadata_bytes_transferred,metadata_duration_ms,metadata_protocol
d7e3b450-caa7-4b49-b713-b8711735396c,2025-10-30T09:03:11.101515,admin_action,critical,10.0.0.50,100.64.0.50,a15a77c5-8c56-4d84-81a2-448b8bfdb87b,/api/users,read,blocked,credential_stuffing,10.0,649060,47,RDP
3d381aeb-bb93-4bf1-98b7-13fe424440d4,2025-10-30T09:43:56.099119,admin_action,critical,203.0.113.45,198.51.100.23,6f67fe5f-64a7-489c-9309-db5d4814211b,/api/reports,write,blocked,data_exfiltration,10.0,197358,1539,HTTP
33196a4b-1d75-40cf-a154-bd7c8a4c6fd9,2025-10-30T10:52:58.101955,authorization,low,192.168.1.102,198.51.100.23,111c7111-02cc-403e-883b-4e19f2b6ec4d,/api/admin/config,read,allowed,,10.0,407022,4910,SSH
7ac60662-fc9b-4f85-861f-b1d84fb4dd6c,2025-10-30T11:09:58.099143,authorization,medium,203.0.113.45,100.64.0.50,70c2d665-8b57-4863-8abb-abbbe338bb94,/api/admin/config,read,allowed,,10.0,616510,3821,HTTP
9958b4bb-9db1-473c-8eeb-0b32ac366829,2025-10-30T12:06:45.099912,data_access,low,10.0.0.50,192.168.1.100,41dfce76-15b8-4acb-bd47-d7b13a380b35,/api/settings,create,allowed,,10.0,258803,4421,HTTPS
cf830a2d-cc52-425e-829a-9625bc2216c0,2025-10-30T14:59:31.101740,policy_violation,low,172.16.0.100,172.16.0.100,60fb4be1-48b4-4960-b082-d2ae5d56cf62,/api/reports,write,allowed,,10.0,522292,1818,HTTPS
c07d5cdf-8f51-4bd3-b760-933781ecf9b9,2025-10-30T15:10:26.101134,policy_violation,medium,10.0.0.50,192.168.1.101,69295323-a6e1-418c-ab8c-16a05f4c05a8,/api/users,create,allowed,,10.0,201922,4187,RDP
f2be2a08-6125-4aaa-aabc-ddda83daf168,2025-10-30T15:11:58.099742,admin_action,critical,172.16.0.100,10.0.0.50,8315890d-66c2-4c83-8c45-9f95fd143006,/api/admin/config,write,blocked,privilege_escalation,10.0,793122,786,RDP
02dda2ba-493d-425a-8832-c9e63af6abe7,2025-10-30T16:20:59.101710,policy_violation,low,100.64.0.50,203.0.113.45,fd83a854-c1dd-4a53-bcc9-2c110beebb2d,/api/reports,update,allowed,,10.0,729340,27,RDP
c9f32fc0-dd9c-4cf3-b413-cea9c75e4f56,2025-10-30T17:01:33.101142,suspicious_activity,medium,100.64.0.50,192.168.1.101,b98beb9c-7109-4990-b3ae-d0749b922e61,/api/settings,write,allowed,,10.0,914923,1900,HTTPS
eb6d52b7-8f08-4df7-8ef6-f6f2ddbbd3f4,2025-10-30T17:46:39.100755,authorization,low,100.64.0.50,172.16.0.100,1ad00367-d273-4ff3-9740-8593172f96ac,/api/reports,list,allowed,,10.0,41700,759,RDP
8af092bd-f631-406a-89bf-e72eab704b93,2025-10-30T18:04:54.100141,suspicious_activity,medium,192.168.1.102,203.0.113.45,a9124850-bb99-4f67-ae41-78cb60b24f9b,/api/settings,read,allowed,,10.0,145816,888,HTTPS
4bc985d4-1a98-48a3-9695-8625e29ae633,2025-10-30T18:16:02.100596,data_access,low,198.51.100.23,203.0.113.45,7072e10b-68f3-4680-8928-3bdc68f211d1,/api/reports,delete,allowed,,10.0,24247,1761,SSH
799d91be-c41c-44cb-bdbd-d2b82243ce6e,2025-10-30T20:58:59.102598,resource_access,medium,100.64.0.50,192.168.1.102,1bf928a1-264f-459a-87e8-9b38f0682818,/api/data/secure,write,allowed,,10.0,686991,3058,HTTPS
e35ddc7b-37ed-4f63-99c1-c086fe51174a,2025-10-31T00:23:47.101437,policy_violation,high,198.51.100.23,203.0.113.45,58794805-b20b-45b3-b9b5-642894385c84,/api/billing,read,blocked,privilege_escalation,25.0,223438,2446,HTTPS
6893096e-82a7-4297-97ca-aee850d41657,2025-10-31T00:29:40.101301,suspicious_activity,medium,198.51.100.23,198.51.100.23,d56139e9-3494-4e9e-92dd-6a9017d9737a,/api/billing,create,allowed,,25.0,785392,2364,RDP
3599e358-98b1-4f22-9126-54711ca1b29f,2025-10-31T00:53:17.099682,policy_violation,medium,192.168.1.101,203.0.113.45,4345a8e1-2b9d-4196-8c84-e7a5e534c40c,/api/analytics,read,allowed,,25.0,469516,1786,SSH
87d95a94-5ef2-4997-8508-e398273fbd13,2025-10-31T02:49:54.102860,authorization,low,10.0.0.50,100.64.0.50,3254eb45-e20b-4d12-b71c-1b19f5d5c322,/api/admin/config,delete,allowed,,25.0,239322,3064,HTTPS
7f627eb1-4df2-42dd-a2aa-c8e3b73d18cd,2025-10-31T04:22:36.099382,resource_access,low,198.51.100.23,192.168.1.100,8a815fd4-18ae-4ef7-9e5d-af6b70dec59d,/api/settings,read,allowed,,25.0,474560,3604,RDP
831f8136-1d1a-45a5-88f0-35f4369226a2,2025-10-31T05:37:48.099796,suspicious_activity,medium,198.51.100.23,192.168.1.101,31cddfb2-2fd2-458b-898c-922e14b6d16e,/api/users,update,allowed,,25.0,528415,1031,HTTPS
77819985-87eb-4c18-810b-e2d17276fff0,2025-10-31T06:24:30.100171,resource_access,low,203.0.113.45,172.16.0.100,2f939106-907a-430a-b708-050c093839b3,/api/billing,list,allowed,,10.0,529929,4408,HTTPS
faac25da-5429-4fb0-ac11-15ad1d092af2,2025-10-31T06:31:52.101992,suspicious_activity,medium,172.16.0.100,203.0.113.45,1eadc5b7-00bf-4051-8d47-4b1fb98e7559,/api/settings,create,allowed,,10.0,637865,4031,RDP
54955dc8-d871-40eb-b635-ad818aaa4e92,2025-10-31T09:38:10.101263,authorization,medium,192.168.1.100,10.0.0.50,54908895-808b-4691-a17d-f47b74a59b1c,/api/reports,create,allowed,,10.0,505644,1054,HTTP
8efc74f0-d96b-4b0f-9b1b-644138b8235e,2025-10-31T15:23:37.099567,resource_access,medium,198.51.100.23,172.16.0.100,7a79dcad-9f0c-45d3-813e-4ae6a319718d,/api/billing,update,allowed,,10.0,13136,2104,RDP
8ad99b5f-8f62-4221-ae24-04189ae15fc4,2025-10-31T17:32:48.099620,data_access,low,198.51.100.23,203.0.113.45,edac957e-c040-4c8e-8f62-9caac71d72a4,/api/settings,read,allowed,,10.0,539307,210,RDP
59027bc1-3a08-4c5f-a178-debe5bf1287d,2025-10-31T17:33:06.101621,authorization,low,172.16.0.100,10.0.0.50,4226c5b6-3961-40a4-99e0-ad90190ab3a5,/api/billing,read,allowed,,10.0,253176,1292,SSH
6039e076-79bd-424f-8087-44980fa9fa79,2025-10-31T18:15:41.101879,authorization,medium,192.168.1.101,192.168.1.101,81237d26-ab55-4d73-b486-46ac3bdf0283,/api/analytics,write,allowed,,10.0,86946,438,HTTP
8772d88d-a560-4f57-b7dd-c9be796b208a,2025-10-31T19:04:50.101598,authorization,medium,192.168.1.101,172.16.0.100,21e4935e-b0ef-44a1-b85b-8dfc9533caad,/api/data/secure,write,allowed,,10.0,410880,1158,HTTPS
32d8bc96-6641-41a4-bbbf-83a954457282,2025-10-31T19:25:56.100202,data_access,medium,203.0.113.45,192.168.1.101,a3857d92-e129-408a-9114-4bd6b1028127,/api/users,delete,allowed,,10.0,405377,2707,HTTP
c1f0ca18-0c87-48db-9ef8-dc693ae7987f,2025-10-31T21:01:44.100883,authentication,medium,192.168.1.101,192.168.1.102,476f2fe5-e402-47b0-babb-e3cc3f510e14,/api/settings,list,allowed,,10.0,442844,3986,HTTPS
a074a2b7-c519-4294-9640-69db841de179,2025-10-31T21:23:13.099880,data_access,low,203.0.113.45,10.0.0.50,f0a68821-533f-42cf-a301-f5e2afbf374f,/api/settings,create,allowed,,10.0,694400,98,HTTPS
965d1f0d-b7a7-44cb-a1fa-256065eb6b97,2025-10-31T21:31:55.099734,authentication,medium,192.168.1.101,172.16.0.100,fe36e4b8-4b8c-4bc5-ba11-8cb37d387816,/api/users,update,allowed,,10.0,387520,4675,HTTP
8fa25997-181d-4e8e-97ac-cad8e4c69919,2025-11-01T00:29:02.100386,data_access,low,192.168.1.100,192.168.1.101,a835c36b-c6f3-4b16-9f7a-9d292796a4d8,/api/admin/config,create,allowed,,25.0,510333,3831,SSH
f69d33eb-f439-4770-b351-875ba518e47c,2025-11-01T02:34:00.099965,data_access,low,172.16.0.100,10.0.0.50,69f780ca-c063-4faf-80c0-37df0e630175,/api/analytics,delete,allowed,,25.0,368572,4453,RDP
456129ac-46ba-4732-9fcc-bba7cf441b16,2025-11-01T05:01:24.102688,suspicious_activity,medium,198.51.100.23,203.0.113.45,c546238f-c1a3-41a4-a632-70471c56b5d5,/api/billing,write,allowed,,25.0,303848,1382,HTTP
32161ede-b737-4d0c-9ac1-88b12152ea4a,2025-11-01T05:04:24.102460,policy_violation,low,10.0.0.50,198.51.100.23,a76e9ab0-e478-45d9-8126-87ff1f1f081c,/api/settings,write,allowed,,25.0,239490,3087,HTTPS
6cf02e62-7514-4ea0-947f-b17e155a3351,2025-11-01T10:01:17.101779,resource_access,medium,192.168.1.102,192.168.1.100,32c5481d-9707-48f6-901a-f3b51149da4e,/api/analytics,write,allowed,,10.0,582727,744,HTTP
9d6aedd2-ce21-489f-987b-f314b754be5b,2025-11-01T10:28:58.100557,resource_access,low,10.0.0.50,198.51.100.23,a4ce189c-67d6-4ad5-9797-90b01181d42b,/api/users,update,allowed,,10.0,378757,28,SSH
f46b1bed-cd9c-436f-aacd-56bf919dca05,2025-11-01T15:15:20.099085,suspicious_activity,critical,172.16.0.100,198.51.100.23,68be9b5d-a300-4f09-94e6-0e8d8f40f12c,/api/admin/config,delete,blocked,anomalous_access,10.0,758035,4305,RDP
931d3308-8136-4476-8c45-079dc62e5b04,2025-11-01T15:43:46.100966,authentication,medium,203.0.113.45,100.64.0.50,ad784a7f-9c9e-4f0a-b923-da477a86eeb6,/api/settings,create,allowed,,10.0,397790,195,HTTPS
68846de3-69ea-44cf-8eef-3c9a3f72420d,2025-11-01T16:52:20.102376,data_access,medium,10.0.0.50,100.64.0.50,5fa0ad9c-c7d5-4326-ba1f-bcb358a34c2e,/api/reports,list,allowed,,10.0,666856,1871,HTTPS
681e694c-5329-4592-8f19-578582217ce9,2025-11-01T17:31:49.101916,suspicious_activity,medium,192.168.1.100,10.0.0.50,763a474f-b00c-4842-a1de-5d44f3a61ce4,/api/analytics,delete,allowed,,10.0,302737,2248,RDP
2567065e-d181-4f53-bf76-703ebe840981,2025-11-01T19:40:33.099365,suspicious_activity,low,192.168.1.100,192.168.1.101,757eb0aa-2128-4797-b2af-a87c23e7df68,/api/billing,create,allowed,,10.0,523423,3616,HTTP
ae849e90-a6a9-46bb-9034-ba6a19d4a342,2025-11-01T22:35:54.101195,policy_violation,low,192.168.1.101,172.16.0.100,19873dc8-0b79-44b8-a921-36ca34995358,/api/admin/config,list,allowed,,10.0,99424,3598,SSH
13415617-f778-4913-917e-a08518712dcc,2025-11-02T00:25:28.099319,policy_violation,low,203.0.113.45,198.51.100.23,4e8f7d94-7c2d-46f3-82b9-ac1b3db80313,/api/data/secure,read,allowed,,25.0,217679,3917,RDP
936d0c9a-3afd-4aca-b781-4b742498162e,2025-11-02T02:17:06.101461,admin_action,low,203.0.113.45,10.0.0.50,36e2912f-759b-497e-8dfe-6a26649d148d,/api/admin/config,delete,allowed,,25.0,204180,3468,RDP
34e8474e-ce52-4af7-a80a-2ea55b4f57c7,2025-11-02T03:53:18.101484,policy_violation,low,172.16.0.100,10.0.0.50,ef6bda69-19b0-4862-815c-85e32b08b406,/api/users,create,allowed,,25.0,625518,2268,SSH
ff242eaf-6f6d-4a36-b020-9e29a7e863cb,2025-11-02T08:23:06.099858,authentication,low,192.168.1.102,203.0.113.45,0bfebf8a-5269-4645-ab6d-b710261a0785,/api/billing,update,allowed,,10.0,117955,2742,HTTPS
1542f7e3-501d-47c9-a093-ece83a07e945,2025-11-02T09:02:27.100179,policy_violation,medium,203.0.113.45,100.64.0.50,88d42be1-87ad-45fb-928d-0670e72000fe,/api/admin/config,write,allowed,,10.0,107921,1952,SSH
8d69cdfc-9023-4899-a938-deae0edce5fe,2025-11-02T09:40:26.101059,suspicious_activity,low,198.51.100.23,192.168.1.100,73142465-0646-4e23-98f0-159d0be9f32b,/api/reports,write,allowed,,10.0,224006,3387,SSH
52eae17d-7bbf-4389-badf-a192aef59c8c,2025-11-02T10:18:59.101165,policy_violation,medium,10.0.0.50,203.0.113.45,5b7b3de5-2040-4e82-9afa-3e124a8a237e,/api/analytics,delete,allowed,,10.0,527890,2396,RDP
7c24a785-32b0-4ac9-a9b4-068bfb146571,2025-11-02T10:20:52.100998,admin_action,medium,172.16.0.100,192.168.1.100,26348f5a-3d41-4c25-8bf3-5e1558ec6343,/api/admin/config,update,allowed,,10.0,92560,627,RDP
34608b1c-ec5c-4184-99a8-cfe3aef6d308,2025-11-02T11:37:39.102852,suspicious_activity,low,172.16.0.100,198.51.100.23,c272e56d-54d0-452b-aa32-ff796ba9576f,/api/settings,create,allowed,,10.0,2633,4043,HTTPS
f3cb680f-00ee-4336-bf8e-11b8e241938b,2025-11-02T12:08:25.102210,admin_action,high,192.168.1.102,192.168.1.101,1162f70c-c818-4773-9103-ede565c99942,/api/billing,update,blocked,suspicious_login,10.0,345108,2302,HTTPS
d98dce88-edfa-490e-bfad-708197c34600,2025-11-02T16:13:59.102650,admin_action,medium,192.168.1.100,10.0.0.50,21a69c8c-1342-4c29-b346-62f543c54496,/api/billing,read,allowed,,10.0,666842,4890,HTTPS
d3cf7ebd-4b03-4ea8-a3f6-88fdbd5a5ec0,2025-11-02T16:51:26.100725,authorization,medium,100.64.0.50,172.16.0.100,9247ffe1-fd4f-441f-bd2e-b9a55a405c8b,/api/reports,read,allowed,,10.0,775128,3144,HTTPS
97de4b25-90aa-4f09-a792-80f5b65a4d4e,2025-11-02T19:07:35.101248,suspicious_activity,medium,100.64.0.50,10.0.0.50,4baeec27-f3e5-408b-8200-29508d7b2126,/api/billing,delete,allowed,,10.0,538892,2107,HTTP
423b80d0-38f3-40e0-8e33-44a5a9e8f398,2025-11-02T20:08:35.102301,authorization,high,203.0.113.45,198.51.100.23,e421a471-a4d0-42c9-82fc-95c5ab4be004,/api/reports,read,blocked,data_exfiltration,10.0,376222,1197,SSH
8b0cdcbe-4488-4300-875b-e65ba778d072,2025-11-02T21:50:57.099980,authorization,low,172.16.0.100,192.168.1.100,dc654f6f-9a54-422f-a411-5bd122e8901d,/api/settings,delete,allowed,,10.0,85302,3410,SSH
09847fb9-2f27-4c97-9720-43206459236b,2025-11-03T00:16:42.100371,policy_violation,low,192.168.1.100,198.51.100.23,2343dba5-030a-4ee8-a5c1-e3ae80ec89eb,/api/users,write,allowed,,25.0,633743,2051,HTTP
c5b0a0b9-b9ef-4aea-bafc-58467bee4aac,2025-11-03T01:42:52.099704,data_access,medium,192.168.1.102,198.51.100.23,31ca343f-09f6-4236-ab49-182e2f1e4a90,/api/settings,write,allowed,,25.0,679514,1381,HTTPS
99235d02-0951-4f6c-9128-3a933a763cce,2025-11-03T02:28:50.100363,data_access,low,198.51.100.23,10.0.0.50,ca8c3756-2384-4b83-93ab-c83d30b22d88,/api/admin/config,create,allowed,,25.0,747549,3958,RDP
8451fa69-e38c-405b-a797-f7971a8f4f37,2025-11-03T03:31:08.100665,resource_access,low,192.168.1.102,192.168.1.102,303e4cfa-1f14-4605-bcd6-9531e7f15ae4,/api/reports,write,allowed,,25.0,401611,3740,RDP
8d59d4af-59ce-44d2-8cad-756d8413a507,2025-11-03T04:25:21.102567,data_access,medium,192.168.1.101,192.168.1.101,c09d5cef-cefa-48cd-aa8b-47f1ce246b39,/api/billing,update,allowed,,25.0,748390,2822,HTTPS
0c39d9e8-9c47-4e94-8b55-2ee44cb10066,2025-11-03T04:28:48.102195,policy_violation,low,10.0.0.50,10.0.0.50,06751264-01d9-42f8-9583-8b79289290c7,/api/admin/config,create,allowed,,25.0,202054,4402,SSH
9f68581e-8ec2-44bf-b21d-b6366bfc2185,2025-11-03T04:46:28.100777,authorization,low,100.64.0.50,100.64.0.50,b646beae-aad1-45f1-b5cf-05e762e0d31b,/api/data/secure,create,allowed,,25.0,547413,4236,HTTPS
79a0a208-bba5-4689-9a56-ea5aa73df177,2025-11-03T05:18:38.100657,authentication,low,100.64.0.50,10.0.0.50,68f4c39c-1b03-450f-8941-4b98e68ab599,/api/users,write,allowed,,25.0,512649,4735,SSH
26169461-5fb5-4945-88fc-068458e24759,2025-11-03T10:31:52.099757,data_access,medium,100.64.0.50,192.168.1.102,d3d6964e-79ea-46c7-bd3e-f9b092831145,/api/billing,update,allowed,,10.0,828473,1573,HTTPS
348a03fc-8c07-4978-9712-140b9e730ae3,2025-11-03T11:04:02.102875,data_access,low,172.16.0.100,198.51.100.23,16a2dee0-9211-4d1a-a7e6-bae56f923c23,/api/users,list,allowed,,10.0,710577,1457,HTTP
0128dd7b-2e4a-48e0-96ca-561e2ae7f84f,2025-11-03T12:15:05.102773,authentication,high,192.168.1.101,192.168.1.101,87e6c9c6-e3d9-4799-82b8-b954ab622a47,/api/admin/config,list,blocked,privilege_escalation,10.0,200563,2863,HTTP
a9e72228-3bab-47a7-bff2-f784ac215a40,2025-11-03T12:32:42.101575,policy_violation,low,192.168.1.102,203.0.113.45,12b000ed-6ab6-4eac-995c-043dcdbc9ac2,/api/admin/config,delete,allowed,,10.0,642817,1763,SSH
77adbd4c-0239-44db-b8aa-d80d4ed168d9,2025-11-03T12:44:45.100417,suspicious_activity,low,10.0.0.50,192.168.1.101,1ebb65cb-e7ae-4a06-84ca-bffe95c4347c,/api/users,update,allowed,,10.0,716108,2956,HTTP
3bf88cd7-6ef6-4349-88ce-fd43cdaa2885,2025-11-03T13:50:29.102811,data_access,low,192.168.1.100,192.168.1.100,b8c3557e-0a88-4741-b358-fc0c8dab28fd,/api/users,write,allowed,,10.0,159721,4105,HTTP
6efc189c-8761-4c30-b389-c723ca012b91,2025-11-03T15:47:13.101324,admin_action,medium,192.168.1.101,100.64.0.50,f84732f5-21c8-41df-ab00-342da4b09b9c,/api/analytics,delete,allowed,,10.0,358014,2852,HTTPS
f50635f7-a687-4732-9c82-201ffdd7e704,2025-11-03T21:37:37.100194,suspicious_activity,medium,10.0.0.50,203.0.113.45,aa958075-fda2-4d16-b73c-27bb9cc7a2b5,/api/settings,delete,allowed,,10.0,724237,3068,HTTPS
aa643499-a361-4a75-aa6f-a1cf4d38946d,2025-11-03T22:05:46.099459,suspicious_activity,medium,100.64.0.50,100.64.0.50,c7fa764e-d3f5-47ce-8909-ee88805d8077,/api/analytics,list,allowed,,10.0,297430,3606,SSH
3312017f-d39f-42c5-8c40-49b443af9818,2025-11-04T00:01:27.100042,authorization,medium,203.0.113.45,198.51.100.23,af91dc6d-df4c-4d26-bd16-336ddcd55830,/api/admin/config,create,allowed,,25.0,124695,925,RDP
43cb32c5-fbb3-489e-b64a-3c7a990c9bd8,2025-11-04T00:40:46.102119,admin_action,medium,172.16.0.100,198.51.100.23,233e9246-29c2-4057-afa0-2fab49c271eb,/api/data/secure,create,allowed,,25.0,161876,3203,HTTP
85862489-4891-4b87-a490-0ac6699c8fec,2025-11-04T01:42:58.100511,resource_access,low,10.0.0.50,192.168.1.102,24c2ea19-bb07-4040-a203-e54a8778e138,/api/users,create,allowed,,25.0,997968,1968,HTTP
628b0e78-367b-4864-af12-cd147f66e8cc,2025-11-04T02:08:42.099243,policy_violation,medium,203.0.113.45,192.168.1.100,0582a7b4-8d58-4262-8408-c25bc8d285ef,/api/users,update,allowed,,25.0,568784,4368,HTTP
f27b7e3d-841b-4904-a5ff-9496f19ea512,2025-11-04T04:33:23.099590,suspicious_activity,low,192.168.1.101,172.16.0.100,b386d69e-9f0b-43c6-8bfa-886d6da2ad5a,/api/admin/config,create,allowed,,25.0,354677,4562,HTTP
68c4b2e5-5acc-4676-bdfa-72c9f1f5ce71,2025-11-04T05:06:06.101725,policy_violation,medium,10.0.0.50,172.16.0.100,0a4669de-dc8a-42f0-a3d2-9a63f9ff6853,/api/analytics,delete,allowed,,25.0,811181,1097,RDP
2e3f5281-dc30-4f66-a157-a5aea975faad,2025-11-04T07:39:55.101894,authorization,medium,203.0.113.45,192.168.1.100,225b1ae7-9f2a-4db8-a239-acf436092aca,/api/settings,write,allowed,,10.0,220664,1303,HTTP
692985e5-b742-48e6-81e9-1ca110c1328f,2025-11-04T08:41:45.102074,resource_access,medium,172.16.0.100,203.0.113.45,db7fc92b-264b-415f-9a36-469e98791932,/api/users,update,allowed,,10.0,680221,3018,SSH
8f49ac13-555a-48ab-8a48-f4800dd1ea6a,2025-11-04T10:26:53.102383,resource_access,low,192.168.1.100,172.16.0.100,8f62cb46-2edc-41f5-adb1-bfe83e5277f8,/api/users,update,allowed,,10.0,425320,871,RDP
bf5720ec-dc91-4485-9946-fcffbe28e623,2025-11-04T10:38:43.100496,authorization,low,172.16.0.100,100.64.0.50,109a2561-b19b-4b38-8cf4-afd34b967e9d,/api/admin/config,update,allowed,,10.0,138986,469,RDP
293064fe-6d5f-4efa-b724-ea9d5ae6a80a,2025-11-04T11:43:56.099950,data_access,medium,192.168.1.101,203.0.113.45,07f1aa92-7774-4101-a7a9-59c73b53d0c2,/api/admin/config,list,allowed,,10.0,386291,957,SSH
2477e009-5563-4054-9767-17a6aecdd8a0,2025-11-04T17:35:26.099520,resource_access,low,198.51.100.23,192.168.1.101,4c9a3cb2-f2b6-4899-94bf-7993f44758d5,/api/settings,delete,allowed,,10.0,755263,1158,SSH
3d15e120-33b4-4f43-a5c2-525898a9b50e,2025-11-04T18:25:46.101636,resource_access,medium,192.168.1.101,192.168.1.102,d6a0d81a-6fbb-4fd6-a172-55063cb8c507,/api/billing,list,allowed,,10.0,743230,1167,SSH
682e91bf-45ed-40aa-951c-dd869d0ffd8b,2025-11-04T20:34:11.100527,admin_action,low,198.51.100.23,198.51.100.23,15b77101-3880-4b93-a044-3a9263bf46e8,/api/admin/config,write,allowed,,10.0,401407,1825,HTTP
91234afd-1925-40b5-beb9-97bbce4d9ba4,2025-11-04T21:33:26.101376,authentication,medium,192.168.1.100,172.16.0.100,02a90495-c982-4f8b-8000-4407ebc366eb,/api/settings,read,allowed,,10.0,49440,4449,RDP
b21d5294-76cd-43e9-bb38-eabf5498c6c8,2025-11-05T01:24:26.100951,authorization,medium,10.0.0.50,198.51.100.23,eb6393e8-9251-447d-b26d-0bd06b24ad4c,/api/data/secure,delete,allowed,,25.0,296519,550,HTTPS
38c44aca-4c31-4db9-a06e-9a98fbdf933c,2025-11-05T02:23:58.101902,authentication,low,198.51.100.23,198.51.100.23,4a790850-65a7-4590-b9f3-0005f6664fd2,/api/billing,delete,allowed,,25.0,470746,2026,RDP
531499e4-68ca-4d5e-8977-a61805c171d7,2025-11-05T02:57:50.102613,authentication,low,192.168.1.101,192.168.1.101,faabb416-42aa-497d-b62a-e06d24d4e51f,/api/data/secure,list,allowed,,25.0,387453,3969,HTTP
e99ae8b7-6db3-43db-abfa-fcb6fde4b810,2025-11-05T05:23:32.102635,suspicious_activity,medium,100.64.0.50,100.64.0.50,1fde2a63-b0df-420d-9dd8-8b2599fdd3b0,/api/reports,write,allowed,,25.0,94558,4721,HTTPS
2b862881-0b99-451f-b2ef-4d7505939e2c,2025-11-05T05:59:35.100633,policy_violation,medium,172.16.0.100,192.168.1.100,37b7dd15-2494-44bd-aac5-a1356aa85fe9,/api/admin/config,update,allowed,,25.0,782700,4865,SSH
d893479d-0c42-4c88-972a-434df18b514f,2025-11-05T06:13:28.100433,resource_access,low,100.64.0.50,192.168.1.101,ec1f4091-0f7f-4b6b-8364-4e6f70cbbfd1,/api/admin/config,create,allowed,,10.0,710550,4216,HTTP
f99f694d-df88-40cd-a819-50362f944b00,2025-11-05T06:37:35.102316,authorization,low,100.64.0.50,203.0.113.45,f6173c40-3694-4ff7-a0d7-98014416235d,/api/analytics,update,allowed,,10.0,247230,2115,HTTPS
d0114492-b2bd-4e61-9f4f-043b631af0db,2025-11-05T06:39:10.101658,policy_violation,medium,198.51.100.23,192.168.1.102,ea404e26-8f95-446a-b6b0-280e8ecf3b6a,/api/users,create,allowed,,10.0,600098,1560,SSH
b347a847-efe2-4268-8563-924e790297b9,2025-11-05T07:21:26.100057,admin_action,medium,198.51.100.23,192.168.1.100,3689bc52-63b4-4d17-9ff2-a4a1baf6a2b6,/api/users,create,allowed,,10.0,537377,2334,SSH
2e737124-ebb4-4cad-a7fc-a5d2180a488f,2025-11-05T07:38:21.101771,admin_action,critical,192.168.1.100,203.0.113.45,f80b80bb-1bc3-45f8-88b7-e8a8855640ce,/api/billing,create,blocked,brute_force,10.0,574613,3927,SSH
55624f90-72da-418b-8f80-748235806b2f,2025-11-05T07:45:05.102398,policy_violation,medium,198.51.100.23,192.168.1.102,6bbf78c8-a8b4-4b89-8bf2-10735e4d3458,/api/analytics,delete,allowed,,10.0,116986,171,SSH
